ADC Value,Rs (kOhms),Concentration (ppm)
185,211.35,12.37
181,216.24,11.76
193,202.18,13.65
191,204.40,13.32
183,213.77,12.07
186,210.16,12.53
191,204.40,13.32
185,211.35,12.37
181,216.24,11.76
179,218.77,11.47
186,210.16,12.53
185,211.35,12.37
185,211.35,12.37
185,211.35,12.37
185,211.35,12.37
186,210.16,12.53
184,212.55,12.22
185,211.35,12.37
188,207.82,12.84
182,215.00,11.91
181,216.24,11.76
185,211.35,12.37
191,204.40,13.32
184,212.55,12.22
192,203.28,13.49
185,211.35,12.37
184,212.55,12.22
186,210.16,12.53
184,212.55,12.22
184,212.55,12.22
185,211.35,12.37
181,216.24,11.76
187,208.98,12.69
180,217.50,11.61
190,205.53,13.16
186,210.16,12.53
187,208.98,12.69
180,217.50,11.61
188,207.82,12.84
184,212.55,12.22
184,212.55,12.22
184,212.55,12.22
184,212.55,12.22
189,206.67,13.00
181,216.24,11.76
186,210.16,12.53
185,211.35,12.37
186,210.16,12.53
185,211.35,12.37
181,216.24,11.76
181,216.24,11.76
185,211.35,12.37
183,213.77,12.07
188,207.82,12.84
186,210.16,12.53
184,212.55,12.22
185,211.35,12.37
184,212.55,12.22
179,218.77,11.47
185,211.35,12.37
180,217.50,11.61
187,208.98,12.69
186,210.16,12.53
183,213.77,12.07
186,210.16,12.53
183,213.77,12.07
180,217.50,11.61
185,211.35,12.37
179,218.77,11.47
190,205.53,13.16
184,212.55,12.22
184,212.55,12.22
190,205.53,13.16
184,212.55,12.22
182,215.00,11.91
185,211.35,12.37
180,217.50,11.61
185,211.35,12.37
181,216.24,11.76
190,205.53,13.16
184,212.55,12.22
182,215.00,11.91
186,210.16,12.53
184,212.55,12.22
182,215.00,11.91
182,215.00,11.91
184,212.55,12.22
180,217.50,11.61
183,213.77,12.07
185,211.35,12.37
178,220.06,11.32
184,212.55,12.22
181,216.24,11.76
184,212.55,12.22
178,220.06,11.32
181,216.24,11.76
182,215.00,11.91
185,211.35,12.37
178,220.06,11.32
182,215.00,11.91
188,207.82,12.84
179,218.77,11.47
181,216.24,11.76
185,211.35,12.37
177,221.36,11.17
181,216.24,11.76
189,206.67,13.00
183,213.77,12.07
183,213.77,12.07
184,212.55,12.22
182,215.00,11.91
181,216.24,11.76
183,213.77,12.07
182,215.00,11.91
181,216.24,11.76
177,221.36,11.17
177,221.36,11.17
176,222.67,11.03
181,216.24,11.76
181,216.24,11.76
181,216.24,11.76
177,221.36,11.17
183,213.77,12.07
183,213.77,12.07
181,216.24,11.76
176,222.67,11.03
176,222.67,11.03
182,215.00,11.91
184,212.55,12.22
179,218.77,11.47
181,216.24,11.76
178,220.06,11.32
183,213.77,12.07
176,222.67,11.03
178,220.06,11.32
176,222.67,11.03
182,215.00,11.91
177,221.36,11.17
176,222.67,11.03
179,218.77,11.47
176,222.67,11.03
189,206.67,13.00
184,212.55,12.22
180,217.50,11.61
190,205.53,13.16
181,216.24,11.76
180,217.50,11.61
182,215.00,11.91
185,211.35,12.37
181,216.24,11.76
182,215.00,11.91
181,216.24,11.76
182,215.00,11.91
176,222.67,11.03
177,221.36,11.17
178,220.06,11.32
188,207.82,12.84
180,217.50,11.61
181,216.24,11.76
181,216.24,11.76
181,216.24,11.76
183,213.77,12.07
179,218.77,11.47
187,208.98,12.69
180,217.50,11.61
178,220.06,11.32
177,221.36,11.17
180,217.50,11.61
180,217.50,11.61
182,215.00,11.91
183,213.77,12.07
184,212.55,12.22
177,221.36,11.17
178,220.06,11.32
186,210.16,12.53
178,220.06,11.32
178,220.06,11.32
183,213.77,12.07
183,213.77,12.07
185,211.35,12.37
188,207.82,12.84
186,210.16,12.53
183,213.77,12.07
189,206.67,13.00
182,215.00,11.91
183,213.77,12.07
185,211.35,12.37
182,215.00,11.91
179,218.77,11.47
185,211.35,12.37
181,216.24,11.76
186,210.16,12.53
184,212.55,12.22
183,213.77,12.07
183,213.77,12.07
179,218.77,11.47
179,218.77,11.47
184,212.55,12.22
180,217.50,11.61
182,215.00,11.91
183,213.77,12.07
179,218.77,11.47
183,213.77,12.07
183,213.77,12.07
179,218.77,11.47
183,213.77,12.07
182,215.00,11.91
181,216.24,11.76
189,206.67,13.00
185,211.35,12.37
183,213.77,12.07
184,212.55,12.22
186,210.16,12.53
185,211.35,12.37
187,208.98,12.69
183,213.77,12.07
184,212.55,12.22
182,215.00,11.91
180,217.50,11.61
183,213.77,12.07
185,211.35,12.37
184,212.55,12.22
192,203.28,13.49
185,211.35,12.37
189,206.67,13.00
189,206.67,13.00
195,200.00,13.98
181,216.24,11.76
185,211.35,12.37
181,216.24,11.76
185,211.35,12.37
184,212.55,12.22
179,218.77,11.47
185,211.35,12.37
179,218.77,11.47
183,213.77,12.07
183,213.77,12.07
185,211.35,12.37
183,213.77,12.07
183,213.77,12.07
184,212.55,12.22
178,220.06,11.32
182,215.00,11.91
183,213.77,12.07
184,212.55,12.22
184,212.55,12.22
181,216.24,11.76
184,212.55,12.22
183,213.77,12.07
181,216.24,11.76
184,212.55,12.22
180,217.50,11.61
185,211.35,12.37
184,212.55,12.22
185,211.35,12.37
183,213.77,12.07
179,218.77,11.47
183,213.77,12.07
184,212.55,12.22
192,203.28,13.49
183,213.77,12.07
184,212.55,12.22
185,211.35,12.37
183,213.77,12.07
185,211.35,12.37
184,212.55,12.22
183,213.77,12.07
189,206.67,13.00
187,208.98,12.69
177,221.36,11.17
180,217.50,11.61
193,202.18,13.65
177,221.36,11.17
183,213.77,12.07
182,215.00,11.91
179,218.77,11.47
182,215.00,11.91
179,218.77,11.47
179,218.77,11.47
182,215.00,11.91
182,215.00,11.91
183,213.77,12.07
181,216.24,11.76
185,211.35,12.37
179,218.77,11.47
184,212.55,12.22
182,215.00,11.91
174,225.34,10.74
178,220.06,11.32
182,215.00,11.91
183,213.77,12.07
181,216.24,11.76
184,212.55,12.22
179,218.77,11.47
187,208.98,12.69
182,215.00,11.91
178,220.06,11.32
183,213.77,12.07
184,212.55,12.22
181,216.24,11.76
178,220.06,11.32
185,211.35,12.37
183,213.77,12.07
183,213.77,12.07
183,213.77,12.07
184,212.55,12.22
184,212.55,12.22
183,213.77,12.07
179,218.77,11.47
179,218.77,11.47
177,221.36,11.17
188,207.82,12.84
178,220.06,11.32
177,221.36,11.17
183,213.77,12.07
179,218.77,11.47
177,221.36,11.17
182,215.00,11.91
184,212.55,12.22
179,218.77,11.47
177,221.36,11.17
177,221.36,11.17
183,213.77,12.07
183,213.77,12.07
184,212.55,12.22
185,211.35,12.37
183,213.77,12.07
178,220.06,11.32
178,220.06,11.32
179,218.77,11.47
183,213.77,12.07
183,213.77,12.07
185,211.35,12.37
183,213.77,12.07
191,204.40,13.32
178,220.06,11.32
178,220.06,11.32
190,205.53,13.16
178,220.06,11.32
182,215.00,11.91
182,215.00,11.91
184,212.55,12.22
183,213.77,12.07
183,213.77,12.07
180,217.50,11.61
181,216.24,11.76
183,213.77,12.07
180,217.50,11.61
184,212.55,12.22
183,213.77,12.07
185,211.35,12.37
184,212.55,12.22
184,212.55,12.22
181,216.24,11.76
190,205.53,13.16
178,220.06,11.32
183,213.77,12.07
182,215.00,11.91
181,216.24,11.76
180,217.50,11.61
187,208.98,12.69
186,210.16,12.53
184,212.55,12.22
198,196.82,14.49
189,206.67,13.00
192,203.28,13.49
184,212.55,12.22
189,206.67,13.00
191,204.40,13.32
191,204.40,13.32
190,205.53,13.16
188,207.82,12.84
190,205.53,13.16
187,208.98,12.69
189,206.67,13.00
183,213.77,12.07
189,206.67,13.00
189,206.67,13.00
189,206.67,13.00
189,206.67,13.00
189,206.67,13.00
192,203.28,13.49
191,204.40,13.32
188,207.82,12.84
185,211.35,12.37
183,213.77,12.07
184,212.55,12.22
183,213.77,12.07
188,207.82,12.84
192,203.28,13.49
195,200.00,13.98
189,206.67,13.00
186,210.16,12.53
187,208.98,12.69
187,208.98,12.69
188,207.82,12.84
182,215.00,11.91
182,215.00,11.91
185,211.35,12.37
181,216.24,11.76
185,211.35,12.37
183,213.77,12.07
185,211.35,12.37
192,203.28,13.49
182,215.00,11.91
186,210.16,12.53
183,213.77,12.07
185,211.35,12.37
185,211.35,12.37
179,218.77,11.47
182,215.00,11.91
191,204.40,13.32
187,208.98,12.69
197,197.87,14.32
188,207.82,12.84
183,213.77,12.07
181,216.24,11.76
188,207.82,12.84
185,211.35,12.37
186,210.16,12.53
195,200.00,13.98
182,215.00,11.91
179,218.77,11.47
182,215.00,11.91
185,211.35,12.37
185,211.35,12.37
187,208.98,12.69
190,205.53,13.16
184,212.55,12.22
187,208.98,12.69
185,211.35,12.37
187,208.98,12.69
182,215.00,11.91
185,211.35,12.37
180,217.50,11.61
184,212.55,12.22
184,212.55,12.22
183,213.77,12.07
185,211.35,12.37
179,218.77,11.47
182,215.00,11.91
181,216.24,11.76
182,215.00,11.91
180,217.50,11.61
182,215.00,11.91
190,205.53,13.16
179,218.77,11.47
184,212.55,12.22
183,213.77,12.07
184,212.55,12.22
185,211.35,12.37
183,213.77,12.07
183,213.77,12.07
180,217.50,11.61
183,213.77,12.07
179,218.77,11.47
178,220.06,11.32
183,213.77,12.07
192,203.28,13.49
184,212.55,12.22
184,212.55,12.22
181,216.24,11.76
191,204.40,13.32
188,207.82,12.84
183,213.77,12.07
185,211.35,12.37
184,212.55,12.22
184,212.55,12.22
186,210.16,12.53
182,215.00,11.91
184,212.55,12.22
189,206.67,13.00
184,212.55,12.22
185,211.35,12.37
185,211.35,12.37
184,212.55,12.22
185,211.35,12.37
184,212.55,12.22
183,213.77,12.07
185,211.35,12.37
183,213.77,12.07
185,211.35,12.37
181,216.24,11.76
180,217.50,11.61
183,213.77,12.07
187,208.98,12.69
179,218.77,11.47
180,217.50,11.61
185,211.35,12.37
186,210.16,12.53
185,211.35,12.37
185,211.35,12.37
193,202.18,13.65
182,215.00,11.91
185,211.35,12.37
180,217.50,11.61
180,217.50,11.61
184,212.55,12.22
193,202.18,13.65
181,216.24,11.76
184,212.55,12.22
190,205.53,13.16
187,208.98,12.69
186,210.16,12.53
185,211.35,12.37
186,210.16,12.53
185,211.35,12.37
191,204.40,13.32
181,216.24,11.76
182,215.00,11.91
196,198.93,14.15
188,207.82,12.84
195,200.00,13.98
186,210.16,12.53
194,201.08,13.82
185,211.35,12.37
182,215.00,11.91
180,217.50,11.61
180,217.50,11.61
185,211.35,12.37
180,217.50,11.61
184,212.55,12.22
181,216.24,11.76
180,217.50,11.61
180,217.50,11.61
187,208.98,12.69
189,206.67,13.00
185,211.35,12.37
180,217.50,11.61
187,208.98,12.69
186,210.16,12.53
182,215.00,11.91
185,211.35,12.37
187,208.98,12.69
184,212.55,12.22
185,211.35,12.37
184,212.55,12.22
189,206.67,13.00
185,211.35,12.37
179,218.77,11.47
180,217.50,11.61
183,213.77,12.07
181,216.24,11.76
184,212.55,12.22
184,212.55,12.22
184,212.55,12.22
178,220.06,11.32
183,213.77,12.07
182,215.00,11.91
184,212.55,12.22
183,213.77,12.07
182,215.00,11.91
185,211.35,12.37
180,217.50,11.61
184,212.55,12.22
180,217.50,11.61
181,216.24,11.76
182,215.00,11.91
182,215.00,11.91
189,206.67,13.00
185,211.35,12.37
184,212.55,12.22
183,213.77,12.07
192,203.28,13.49
180,217.50,11.61
183,213.77,12.07
187,208.98,12.69
197,197.87,14.32
190,205.53,13.16
192,203.28,13.49
192,203.28,13.49
190,205.53,13.16
182,215.00,11.91
190,205.53,13.16
189,206.67,13.00
190,205.53,13.16
188,207.82,12.84
192,203.28,13.49
190,205.53,13.16
187,208.98,12.69
192,203.28,13.49
192,203.28,13.49
173,226.71,10.60
190,205.53,13.16
186,210.16,12.53
190,205.53,13.16
190,205.53,13.16
200,194.75,14.83
192,203.28,13.49
193,202.18,13.65
190,205.53,13.16
186,210.16,12.53
199,195.78,14.66
190,205.53,13.16
192,203.28,13.49
191,204.40,13.32
189,206.67,13.00
189,206.67,13.00
192,203.28,13.49
189,206.67,13.00
189,206.67,13.00
190,205.53,13.16
197,197.87,14.32
189,206.67,13.00
190,205.53,13.16
189,206.67,13.00
184,212.55,12.22
191,204.40,13.32
186,210.16,12.53
192,203.28,13.49
194,201.08,13.82
191,204.40,13.32
185,211.35,12.37
184,212.55,12.22
194,201.08,13.82
189,206.67,13.00
189,206.67,13.00
185,211.35,12.37
189,206.67,13.00
190,205.53,13.16
189,206.67,13.00
193,202.18,13.65
184,212.55,12.22
188,207.82,12.84
188,207.82,12.84
182,215.00,11.91
186,210.16,12.53
181,216.24,11.76
185,211.35,12.37
185,211.35,12.37
187,208.98,12.69
189,206.67,13.00
185,211.35,12.37
187,208.98,12.69
186,210.16,12.53
187,208.98,12.69
183,213.77,12.07
185,211.35,12.37
180,217.50,11.61
185,211.35,12.37
182,215.00,11.91
184,212.55,12.22
187,208.98,12.69
183,213.77,12.07
185,211.35,12.37
192,203.28,13.49
182,215.00,11.91
185,211.35,12.37
182,215.00,11.91
185,211.35,12.37
184,212.55,12.22
184,212.55,12.22
184,212.55,12.22
183,213.77,12.07
185,211.35,12.37
189,206.67,13.00
184,212.55,12.22
181,216.24,11.76
184,212.55,12.22
184,212.55,12.22
187,208.98,12.69
180,217.50,11.61
183,213.77,12.07
183,213.77,12.07
185,211.35,12.37
183,213.77,12.07
188,207.82,12.84
181,216.24,11.76
184,212.55,12.22
191,204.40,13.32
181,216.24,11.76
178,220.06,11.32
181,216.24,11.76
168,233.75,9.90
176,222.67,11.03
184,212.55,12.22
183,213.77,12.07
188,207.82,12.84
186,210.16,12.53
183,213.77,12.07
179,218.77,11.47
183,213.77,12.07
183,213.77,12.07
183,213.77,12.07
183,213.77,12.07
182,215.00,11.91
180,217.50,11.61
187,208.98,12.69
179,218.77,11.47
185,211.35,12.37
185,211.35,12.37
185,211.35,12.37
187,208.98,12.69
184,212.55,12.22
187,208.98,12.69
188,207.82,12.84
186,210.16,12.53
183,213.77,12.07
181,216.24,11.76
187,208.98,12.69
189,206.67,13.00
187,208.98,12.69
193,202.18,13.65
182,215.00,11.91
189,206.67,13.00
183,213.77,12.07
188,207.82,12.84
188,207.82,12.84
185,211.35,12.37
186,210.16,12.53
184,212.55,12.22
182,215.00,11.91
188,207.82,12.84
187,208.98,12.69
183,213.77,12.07
187,208.98,12.69
185,211.35,12.37
187,208.98,12.69
188,207.82,12.84
190,205.53,13.16
186,210.16,12.53
187,208.98,12.69
188,207.82,12.84
187,208.98,12.69
191,204.40,13.32
186,210.16,12.53
191,204.40,13.32
198,196.82,14.49
188,207.82,12.84
188,207.82,12.84
189,206.67,13.00
185,211.35,12.37
188,207.82,12.84
188,207.82,12.84
189,206.67,13.00
189,206.67,13.00
188,207.82,12.84
189,206.67,13.00
188,207.82,12.84
193,202.18,13.65
184,212.55,12.22
189,206.67,13.00
184,212.55,12.22
189,206.67,13.00
186,210.16,12.53
188,207.82,12.84
187,208.98,12.69
188,207.82,12.84
188,207.82,12.84
187,208.98,12.69
187,208.98,12.69
185,211.35,12.37
183,213.77,12.07
185,211.35,12.37
185,211.35,12.37
188,207.82,12.84
195,200.00,13.98
182,215.00,11.91
181,216.24,11.76
186,210.16,12.53
186,210.16,12.53
184,212.55,12.22
187,208.98,12.69
182,215.00,11.91
183,213.77,12.07
185,211.35,12.37
186,210.16,12.53
181,216.24,11.76
187,208.98,12.69
188,207.82,12.84
192,203.28,13.49
184,212.55,12.22
187,208.98,12.69
185,211.35,12.37
181,216.24,11.76
186,210.16,12.53
181,216.24,11.76
187,208.98,12.69
185,211.35,12.37
184,212.55,12.22
190,205.53,13.16
185,211.35,12.37
184,212.55,12.22
185,211.35,12.37
184,212.55,12.22
185,211.35,12.37
184,212.55,12.22
194,201.08,13.82
194,201.08,13.82
186,210.16,12.53
186,210.16,12.53
182,215.00,11.91
184,212.55,12.22
181,216.24,11.76
189,206.67,13.00
182,215.00,11.91
182,215.00,11.91
187,208.98,12.69
186,210.16,12.53
186,210.16,12.53
187,208.98,12.69
189,206.67,13.00
188,207.82,12.84
188,207.82,12.84
188,207.82,12.84
181,216.24,11.76
188,207.82,12.84
189,206.67,13.00
186,210.16,12.53
189,206.67,13.00
197,197.87,14.32
190,205.53,13.16
188,207.82,12.84
186,210.16,12.53
185,211.35,12.37
189,206.67,13.00
189,206.67,13.00
189,206.67,13.00
186,210.16,12.53
188,207.82,12.84
192,203.28,13.49
189,206.67,13.00
183,213.77,12.07
187,208.98,12.69
187,208.98,12.69
183,213.77,12.07
189,206.67,13.00
196,198.93,14.15
191,204.40,13.32
184,212.55,12.22
190,205.53,13.16
193,202.18,13.65
184,212.55,12.22
188,207.82,12.84
187,208.98,12.69
188,207.82,12.84
189,206.67,13.00
188,207.82,12.84
182,215.00,11.91
187,208.98,12.69
184,212.55,12.22
188,207.82,12.84
186,210.16,12.53
187,208.98,12.69
186,210.16,12.53
188,207.82,12.84
182,215.00,11.91
186,210.16,12.53
187,208.98,12.69
186,210.16,12.53
193,202.18,13.65
187,208.98,12.69
189,206.67,13.00
187,208.98,12.69
185,211.35,12.37
197,197.87,14.32
187,208.98,12.69
188,207.82,12.84
184,212.55,12.22
186,210.16,12.53
181,216.24,11.76
187,208.98,12.69
185,211.35,12.37
187,208.98,12.69
195,200.00,13.98
186,210.16,12.53
187,208.98,12.69
187,208.98,12.69
188,207.82,12.84
187,208.98,12.69
192,203.28,13.49
193,202.18,13.65
184,212.55,12.22
184,212.55,12.22
189,206.67,13.00
188,207.82,12.84
187,208.98,12.69
186,210.16,12.53
185,211.35,12.37
189,206.67,13.00
182,215.00,11.91
188,207.82,12.84
184,212.55,12.22
182,215.00,11.91
186,210.16,12.53
189,206.67,13.00
183,213.77,12.07
185,211.35,12.37
188,207.82,12.84
183,213.77,12.07
184,212.55,12.22
196,198.93,14.15
187,208.98,12.69
188,207.82,12.84
185,211.35,12.37
192,203.28,13.49
185,211.35,12.37
186,210.16,12.53
190,205.53,13.16
184,212.55,12.22
187,208.98,12.69
184,212.55,12.22
193,202.18,13.65
193,202.18,13.65
190,205.53,13.16
188,207.82,12.84
188,207.82,12.84
183,213.77,12.07
184,212.55,12.22
189,206.67,13.00
187,208.98,12.69
188,207.82,12.84
187,208.98,12.69
186,210.16,12.53
187,208.98,12.69
193,202.18,13.65
195,200.00,13.98
186,210.16,12.53
187,208.98,12.69
189,206.67,13.00
187,208.98,12.69
188,207.82,12.84
196,198.93,14.15
183,213.77,12.07
187,208.98,12.69
187,208.98,12.69
184,212.55,12.22
187,208.98,12.69
184,212.55,12.22
189,206.67,13.00
171,229.47,10.32
186,210.16,12.53
188,207.82,12.84
188,207.82,12.84
188,207.82,12.84
185,211.35,12.37
187,208.98,12.69
188,207.82,12.84
192,203.28,13.49
188,207.82,12.84
180,217.50,11.61
189,206.67,13.00
188,207.82,12.84
188,207.82,12.84
190,205.53,13.16
189,206.67,13.00
187,208.98,12.69
189,206.67,13.00
190,205.53,13.16
183,213.77,12.07
187,208.98,12.69
187,208.98,12.69
185,211.35,12.37
186,210.16,12.53
187,208.98,12.69
186,210.16,12.53
192,203.28,13.49
184,212.55,12.22
188,207.82,12.84
196,198.93,14.15
182,215.00,11.91
189,206.67,13.00
182,215.00,11.91
188,207.82,12.84
186,210.16,12.53
183,213.77,12.07
182,215.00,11.91
184,212.55,12.22
189,206.67,13.00
186,210.16,12.53
194,201.08,13.82
187,208.98,12.69
197,197.87,14.32
189,206.67,13.00
192,203.28,13.49
189,206.67,13.00
185,211.35,12.37
191,204.40,13.32
186,210.16,12.53
188,207.82,12.84
192,203.28,13.49
190,205.53,13.16
191,204.40,13.32
190,205.53,13.16
191,204.40,13.32
191,204.40,13.32
191,204.40,13.32
189,206.67,13.00
184,212.55,12.22
188,207.82,12.84
190,205.53,13.16
187,208.98,12.69
185,211.35,12.37
185,211.35,12.37
190,205.53,13.16
185,211.35,12.37
185,211.35,12.37
191,204.40,13.32
189,206.67,13.00
186,210.16,12.53
186,210.16,12.53
185,211.35,12.37
189,206.67,13.00
191,204.40,13.32
199,195.78,14.66
200,194.75,14.83
190,205.53,13.16
190,205.53,13.16
185,211.35,12.37
190,205.53,13.16
196,198.93,14.15
186,210.16,12.53
190,205.53,13.16
178,220.06,11.32
188,207.82,12.84
184,212.55,12.22
192,203.28,13.49
190,205.53,13.16
184,212.55,12.22
189,206.67,13.00
185,211.35,12.37
193,202.18,13.65
188,207.82,12.84
188,207.82,12.84
191,204.40,13.32
190,205.53,13.16
189,206.67,13.00
188,207.82,12.84
184,212.55,12.22
198,196.82,14.49
185,211.35,12.37
189,206.67,13.00
189,206.67,13.00
194,201.08,13.82
205,189.76,15.70
189,206.67,13.00
191,204.40,13.32
196,198.93,14.15
196,198.93,14.15
192,203.28,13.49
194,201.08,13.82
201,193.73,15.00
195,200.00,13.98
194,201.08,13.82
197,197.87,14.32
194,201.08,13.82
193,202.18,13.65
193,202.18,13.65
197,197.87,14.32
204,190.74,15.53
203,191.72,15.35
192,203.28,13.49
193,202.18,13.65
201,193.73,15.00
191,204.40,13.32
203,191.72,15.35
196,198.93,14.15
193,202.18,13.65
193,202.18,13.65
194,201.08,13.82
193,202.18,13.65
193,202.18,13.65
193,202.18,13.65
193,202.18,13.65
190,205.53,13.16
194,201.08,13.82
194,201.08,13.82
195,200.00,13.98
189,206.67,13.00
195,200.00,13.98
188,207.82,12.84
194,201.08,13.82
204,190.74,15.53
202,192.72,15.17
184,212.55,12.22
197,197.87,14.32
196,198.93,14.15
201,193.73,15.00
194,201.08,13.82
188,207.82,12.84
197,197.87,14.32
190,205.53,13.16
191,204.40,13.32
191,204.40,13.32
187,208.98,12.69
188,207.82,12.84
192,203.28,13.49
200,194.75,14.83
189,206.67,13.00
190,205.53,13.16
193,202.18,13.65
190,205.53,13.16
193,202.18,13.65
196,198.93,14.15
191,204.40,13.32
201,193.73,15.00
199,195.78,14.66
188,207.82,12.84
197,197.87,14.32
192,203.28,13.49
200,194.75,14.83
193,202.18,13.65
191,204.40,13.32
196,198.93,14.15
193,202.18,13.65
188,207.82,12.84
194,201.08,13.82
186,210.16,12.53
193,202.18,13.65
185,211.35,12.37
200,194.75,14.83
207,187.83,16.06
192,203.28,13.49
199,195.78,14.66
196,198.93,14.15
196,198.93,14.15
192,203.28,13.49
195,200.00,13.98
196,198.93,14.15
199,195.78,14.66
198,196.82,14.49
193,202.18,13.65
196,198.93,14.15
198,196.82,14.49
203,191.72,15.35
195,200.00,13.98
200,194.75,14.83
198,196.82,14.49
196,198.93,14.15
193,202.18,13.65
197,197.87,14.32
204,190.74,15.53
197,197.87,14.32
209,185.93,16.43
197,197.87,14.32
200,194.75,14.83
206,188.79,15.88
197,197.87,14.32
198,196.82,14.49
205,189.76,15.70
198,196.82,14.49
193,202.18,13.65
197,197.87,14.32
197,197.87,14.32
204,190.74,15.53
193,202.18,13.65
194,201.08,13.82
193,202.18,13.65
193,202.18,13.65
196,198.93,14.15
197,197.87,14.32
196,198.93,14.15
193,202.18,13.65
192,203.28,13.49
196,198.93,14.15
192,203.28,13.49
200,194.75,14.83
190,205.53,13.16
187,208.98,12.69
183,213.77,12.07
189,206.67,13.00
190,205.53,13.16
201,193.73,15.00
186,210.16,12.53
185,211.35,12.37
199,195.78,14.66
199,195.78,14.66
185,211.35,12.37
189,206.67,13.00
180,217.50,11.61
191,204.40,13.32
190,205.53,13.16
193,202.18,13.65
186,210.16,12.53
189,206.67,13.00
190,205.53,13.16
185,211.35,12.37
191,204.40,13.32
185,211.35,12.37
189,206.67,13.00
193,202.18,13.65
184,212.55,12.22
191,204.40,13.32
184,212.55,12.22
194,201.08,13.82
194,201.08,13.82
193,202.18,13.65
192,203.28,13.49
191,204.40,13.32
192,203.28,13.49
194,201.08,13.82
195,200.00,13.98
196,198.93,14.15
194,201.08,13.82
189,206.67,13.00
192,203.28,13.49
198,196.82,14.49
183,213.77,12.07
193,202.18,13.65
192,203.28,13.49
192,203.28,13.49
195,200.00,13.98
194,201.08,13.82
196,198.93,14.15
193,202.18,13.65
189,206.67,13.00
189,206.67,13.00
193,202.18,13.65
188,207.82,12.84
187,208.98,12.69
191,204.40,13.32
195,200.00,13.98
196,198.93,14.15
192,203.28,13.49
191,204.40,13.32
193,202.18,13.65
195,200.00,13.98
186,210.16,12.53
194,201.08,13.82
192,203.28,13.49
191,204.40,13.32
190,205.53,13.16
187,208.98,12.69
191,204.40,13.32
193,202.18,13.65
189,206.67,13.00
192,203.28,13.49
191,204.40,13.32
192,203.28,13.49
193,202.18,13.65
190,205.53,13.16
191,204.40,13.32
192,203.28,13.49
201,193.73,15.00
199,195.78,14.66
193,202.18,13.65
194,201.08,13.82
192,203.28,13.49
186,210.16,12.53
190,205.53,13.16
191,204.40,13.32
192,203.28,13.49
192,203.28,13.49
188,207.82,12.84
200,194.75,14.83
192,203.28,13.49
189,206.67,13.00
192,203.28,13.49
192,203.28,13.49
190,205.53,13.16
188,207.82,12.84
192,203.28,13.49
199,195.78,14.66
192,203.28,13.49
190,205.53,13.16
197,197.87,14.32
201,193.73,15.00
194,201.08,13.82
190,205.53,13.16
190,205.53,13.16
191,204.40,13.32
191,204.40,13.32
187,208.98,12.69
186,210.16,12.53
193,202.18,13.65
187,208.98,12.69
192,203.28,13.49
192,203.28,13.49
191,204.40,13.32
208,186.88,16.24
189,206.67,13.00
188,207.82,12.84
190,205.53,13.16
195,200.00,13.98
187,208.98,12.69
191,204.40,13.32
196,198.93,14.15
191,204.40,13.32
192,203.28,13.49
189,206.67,13.00
199,195.78,14.66
187,208.98,12.69
191,204.40,13.32
186,210.16,12.53
193,202.18,13.65
185,211.35,12.37
191,204.40,13.32
205,189.76,15.70
196,198.93,14.15
192,203.28,13.49
196,198.93,14.15
192,203.28,13.49
191,204.40,13.32
193,202.18,13.65
200,194.75,14.83
192,203.28,13.49
187,208.98,12.69
193,202.18,13.65
192,203.28,13.49
196,198.93,14.15
195,200.00,13.98
196,198.93,14.15
194,201.08,13.82
192,203.28,13.49
189,206.67,13.00
195,200.00,13.98
194,201.08,13.82
196,198.93,14.15
192,203.28,13.49
199,195.78,14.66
190,205.53,13.16
193,202.18,13.65
193,202.18,13.65
198,196.82,14.49
192,203.28,13.49
201,193.73,15.00
192,203.28,13.49
191,204.40,13.32
189,206.67,13.00
192,203.28,13.49
199,195.78,14.66
191,204.40,13.32
188,207.82,12.84
185,211.35,12.37
190,205.53,13.16
186,210.16,12.53
192,203.28,13.49
199,195.78,14.66
191,204.40,13.32
190,205.53,13.16
198,196.82,14.49
191,204.40,13.32
187,208.98,12.69
201,193.73,15.00
189,206.67,13.00
185,211.35,12.37
191,204.40,13.32
192,203.28,13.49
187,208.98,12.69
198,196.82,14.49
197,197.87,14.32
185,211.35,12.37
192,203.28,13.49
189,206.67,13.00
190,205.53,13.16
187,208.98,12.69
184,212.55,12.22
187,208.98,12.69
184,212.55,12.22
186,210.16,12.53
183,213.77,12.07
185,211.35,12.37
185,211.35,12.37
185,211.35,12.37
188,207.82,12.84
183,213.77,12.07
188,207.82,12.84
189,206.67,13.00
188,207.82,12.84
188,207.82,12.84
183,213.77,12.07
190,205.53,13.16
188,207.82,12.84
188,207.82,12.84
188,207.82,12.84
186,210.16,12.53
185,211.35,12.37
189,206.67,13.00
188,207.82,12.84
185,211.35,12.37
200,194.75,14.83
184,212.55,12.22
189,206.67,13.00
187,208.98,12.69
183,213.77,12.07
183,213.77,12.07
186,210.16,12.53
196,198.93,14.15
196,198.93,14.15
184,212.55,12.22
185,211.35,12.37
189,206.67,13.00
188,207.82,12.84
204,190.74,15.53
186,210.16,12.53
192,203.28,13.49
188,207.82,12.84
187,208.98,12.69
193,202.18,13.65
186,210.16,12.53
183,213.77,12.07
184,212.55,12.22
195,200.00,13.98
187,208.98,12.69
187,208.98,12.69
189,206.67,13.00
184,212.55,12.22
